q1id	q2id	q1	q2	is_duplicate
83	153	may i know your organisation name	may i know your organisation	1
83	105	may i know your organisation name	Your Organisation name	1
83	81	may i know your organisation name	may i know your company name?	1
83	103	may i know your organisation name	your organisation name?	1
83	41	may i know your organisation name	what is your organisation name?	1
83	36	may i know your organisation name	What is your parent organisation name?	1
83	15	may i know your organisation name	may i know your company founding date	1
83	49	may i know your organisation name	may i know your locations	0
83	60	may i know your organisation name	may i know your business plans	0
7	7	What are you trying to solve by using our product?	What are you trying to solve by using our product?	1
7	5	What are you trying to solve by using our product?	useful solutions by our product	1
7	8	What are you trying to solve by using our product?	Tell me about your products	1
7	4	What are you trying to solve by using our product?	main benefits of our product	0
7	6	What are you trying to solve by using our product?	How useful our product	0
7	1	What are you trying to solve by using our product?	How easy is it to use our product?	0
7	9	What are you trying to solve by using our product?	Which features are most valuable to your product	0
7	3	What are you trying to solve by using our product?	How easy is it to use our products?	0
7	10	What are you trying to solve by using our product?	best product of your company	0
7	11	What are you trying to solve by using our product?	Tell me about your best product	0
98	98	What is your Company’s business continuity plan	What is your Company’s business continuity plan	1
98	93	What is your Company’s business continuity plan	What is your current business plan	1
98	94	What is your Company’s business continuity plan	Tell me about your business plans	1
98	40	What is your Company’s business continuity plan	what are your business plans?	1
98	96	What is your Company’s business continuity plan	What is your Company’s planned financial growth	0
98	133	What is your Company’s business continuity plan	How is your company's growth	0
98	60	What is your Company’s business continuity plan	may i know your business plans	0
98	81	What is your Company’s business continuity plan	what is your company name	0
98	19	What is your Company’s business continuity plan	What is your Company’s legal name	0
98	24	What is your Company’s business continuity plan	what is your company location?	0
10	10	best product of your company	best product of your company	1
10	27	best product of your company	Which features are most valuable to your company	1
10	9	best product of your company	Which features are most valuable to your product	1
10	11	best product of your company	Tell me about your best product	0
10	39	best product of your company	Which is your best selling product	0
10	8	best product of your company	Tell me about your products	0
10	4	best product of your company	main benefits of our product	0
10	38	best product of your company	what is your most popular product?	0
10	81	best product of your company	what is your company name	0
10	7	best product of your company	What are you trying to solve by using our product?	0
19	19	What is your Company’s legal name	What is your Company’s legal name	1
19	18	What is your Company’s legal name	What is your company's legal name?	1
19	16	What is your Company’s legal name	Your company name	1
19	81	What is your Company’s legal name	what is your company name	1
19	85	What is your Company’s legal name	What is your company name?	1
19	14	What is your Company’s legal name	your company name?	1
19	36	What is your Company’s legal name	What is your parent organisation name?	1
19	41	What is your Company’s legal name	what is your organisation name?	1
19	81	What is your Company’s legal name	may i know your company name?	1
19	17	What is your Company’s legal name	who is the main investor of your company?	0
103	103	your organisation name?	your organisation name?	1
103	105	your organisation name?	Your Organisation name	1
103	41	your organisation name?	what is your organisation name?	1
103	36	your organisation name?	What is your parent organisation name?	1
103	83	your organisation name?	may i know your organisation name	1
103	14	your organisation name?	your company name?	1
103	85	your organisation name?	What is your company name?	1
103	81	your organisation name?	what is your company name	1
103	16	your organisation name?	Your company name	1
103	18	your organisation name?	What is your company's legal name?	0
3	3	How easy is it to use our products?	How easy is it to use our products?	1
3	1	How easy is it to use our products?	How easy is it to use our product?	1
3	4	How easy is it to use our products?	main benefits of our product	1
3	5	How easy is it to use our products?	useful solutions by our product	1
3	6	How easy is it to use our products?	How useful our product	0
3	7	How easy is it to use our products?	What are you trying to solve by using our product?	0
3	8	How easy is it to use our products?	Tell me about your products	0
3	9	How easy is it to use our products?	Which features are most valuable to your product	0
3	61	How easy is it to use our products?	tell me the best selling product	0
3	39	How easy is it to use our products?	Which is your best selling product	0
18	18	What is your company's legal name?	What is your company's legal name?	1
18	19	What is your company's legal name?	What is your Company’s legal name	1
18	14	What is your company's legal name?	your company name?	1
18	16	What is your company's legal name?	Your company name	1
18	81	What is your company's legal name?	what is your company name	1
18	85	What is your company's legal name?	What is your company name?	1
18	81	What is your company's legal name?	may i know your company name?	1
18	36	What is your company's legal name?	What is your parent organisation name?	1
18	41	What is your company's legal name?	what is your organisation name?	1
18	103	What is your company's legal name?	your organisation name?	0
50	50	Who is your investor	Who is your investor	1
50	17	Who is your investor	who is the main investor of your company?	1
50	234	Who is your investor	who is your major shareholder	1
50	235	Who is your investor	Tell me about your investers	1
50	26	Who is your investor	what are your client locations?	0
50	20	Who is your investor	How is your company financed?	0
50	40	Who is your investor	what are your business plans?	0
50	239	Who is your investor	your main competitors?	0
50	79	Who is your investor	How is your Company financed	0
50	241	Who is your investor	How is your company funded	0
88	88	may i know your company	may i know your company	1
88	81	may i know your company	may i know your company name?	1
88	153	may i know your company	may i know your organisation	1
88	15	may i know your company	may i know your company founding date	1
88	83	may i know your company	may i know your organisation name	0
88	30	may i know your company	founding date of your company	0
88	21	may i know your company	locations of your company?	0
88	14	may i know your company	your company name?	0
88	77	may i know your company	What is the founding date of your company	0
88	17	may i know your company	who is the main investor of your company?	0
251	251	What are the three types of KPIs?	What are the three types of KPIs?	1
251	253	What are the three types of KPIs?	How is product quality KPI measured?	0
251	61	What are the three types of KPIs?	tell me the best selling product	0
251	34	What are the three types of KPIs?	Which features are most valuable to you	0
251	57	What are the three types of KPIs?	What is the normal full System support available	0
251	38	What are the three types of KPIs?	what is your most popular product?	0
251	11	What are the three types of KPIs?	Tell me about your best product	0
251	39	What are the three types of KPIs?	Which is your best selling product	0
251	260	What are the three types of KPIs?	What important features are we missing?	0
251	35	What are the three types of KPIs?	What is your plan for next year	0
57	57	What is the normal full System support available	What is the normal full System support available	1
57	53	What is the normal full System support available	How will be your online support working	0
57	51	What is the normal full System support available	Can you give me online support	0
57	55	What is the normal full System support available	is there any online support for clients	0
57	35	What is the normal full System support available	What is your plan for next year	0
57	93	What is the normal full System support available	What is your current business plan	0
57	60	What is the normal full System support available	may i know your business plans	0
57	141	What is the normal full System support available	What support documentation is provided	0
57	58	What is the normal full System support available	what are the support you provided for clients	0
57	49	What is the normal full System support available	may i know your locations	0
271	271	please provide the missing features?	please provide the missing features?	1
271	260	please provide the missing features?	What important features are we missing?	1
271	274	please provide the missing features?	what are the missing features in the product?	0
271	57	please provide the missing features?	What is the normal full System support available	0
271	34	please provide the missing features?	Which features are most valuable to you	0
271	49	please provide the missing features?	may i know your locations	0
271	35	please provide the missing features?	What is your plan for next year	0
271	51	please provide the missing features?	Can you give me online support	0
271	71	please provide the missing features?	how to measure product quality questions	0
271	60	please provide the missing features?	may i know your business plans	0
281	281	How long is the product provided, in terms of different components	How long is the product provided, in terms of different components	1
281	283	How long is the product provided, in terms of different components	How long has the product existed for since its first version	1
281	274	How long is the product provided, in terms of different components	what are the missing features in the product?	0
281	61	How long is the product provided, in terms of different components	tell me the best selling product	0
281	96	How long is the product provided, in terms of different components	What is your Company’s planned financial growth	0
281	71	How long is the product provided, in terms of different components	how to measure product quality questions	0
281	133	How long is the product provided, in terms of different components	How is your company's growth	0
281	260	How long is the product provided, in terms of different components	What important features are we missing?	0
281	35	How long is the product provided, in terms of different components	What is your plan for next year	0
281	57	How long is the product provided, in terms of different components	What is the normal full System support available	0
39	39	Which is your best selling product	Which is your best selling product	1
39	38	Which is your best selling product	what is your most popular product?	1
39	11	Which is your best selling product	Tell me about your best product	1
39	61	Which is your best selling product	tell me the best selling product	1
39	9	Which is your best selling product	Which features are most valuable to your product	1
39	34	Which is your best selling product	Which features are most valuable to you	1
39	8	Which is your best selling product	Tell me about your products	1
39	40	Which is your best selling product	what are your business plans?	0
39	93	Which is your best selling product	What is your current business plan	0
39	96	Which is your best selling product	What is your Company’s planned financial growth	0
60	60	may i know your business plans	may i know your business plans	1
60	94	may i know your business plans	Tell me about your business plans	1
60	40	may i know your business plans	what are your business plans?	1
60	93	may i know your business plans	What is your current business plan	1
60	35	may i know your business plans	What is your plan for next year	1
60	49	may i know your business plans	may i know your locations	1
60	308	may i know your business plans	may i knnow your financial status	1
60	96	may i know your business plans	What is your Company’s planned financial growth	1
60	15	may i know your business plans	may i know your company founding date	0
60	81	may i know your business plans	may i know your company name?	0
21	21	When was your company founded?	When was your company founded?	1
21	74	When was your company founded?	When was your company founded	1
21	75	When was your company founded?	When was your Company founded	1
21	77	When was your company founded?	What is the founding date of your company	1
21	71	When was your company founded?	What are you Company’s origins	1
21	30	When was your company founded?	founding date of your company	1
21	73	When was your company founded?	tell me your company origins	1
21	319	When was your company founded?	When was your company inagurated	1
21	15	When was your company founded?	may i know your company founding date	0
21	23	When was your company founded?	where is your company located	0
27	27	Which features are most valuable to your company	Which features are most valuable to your company	1
27	10	Which features are most valuable to your company	best product of your company	1
27	21	Which features are most valuable to your company	locations of your company?	0
27	19	Which features are most valuable to your company	What is your Company’s legal name	0
27	81	Which features are most valuable to your company	what is your company name	0
27	16	Which features are most valuable to your company	Your company name	0
27	9	Which features are most valuable to your company	Which features are most valuable to your product	0
27	24	Which features are most valuable to your company	what is your company location?	0
27	85	Which features are most valuable to your company	What is your company name?	0
27	18	Which features are most valuable to your company	What is your company's legal name?	0
94	94	Tell me about your business plans	Tell me about your business plans	1
94	40	Tell me about your business plans	what are your business plans?	1
94	93	Tell me about your business plans	What is your current business plan	1
94	60	Tell me about your business plans	may i know your business plans	1
94	96	Tell me about your business plans	What is your Company’s planned financial growth	1
94	35	Tell me about your business plans	What is your plan for next year	1
94	98	Tell me about your business plans	What is your Company’s business continuity plan	1
94	11	Tell me about your business plans	Tell me about your best product	0
94	308	Tell me about your business plans	may i knnow your financial status	0
94	34	Tell me about your business plans	Which features are most valuable to you	0
283	283	How long has the product existed for since its first version	How long has the product existed for since its first version	1
283	281	How long has the product existed for since its first version	How long is the product provided, in terms of different components	1
283	344	How long has the product existed for since its first version	how last vertion implimented	0
283	274	How long has the product existed for since its first version	what are the missing features in the product?	0
283	319	How long has the product existed for since its first version	When was your company inagurated	0
283	77	How long has the product existed for since its first version	What is the founding date of your company	0
283	21	How long has the product existed for since its first version	When was your company founded?	0
283	74	How long has the product existed for since its first version	When was your company founded	0
283	75	How long has the product existed for since its first version	When was your Company founded	0
283	71	How long has the product existed for since its first version	What are you Company’s origins	0
351	351	what is the status of bankruptcy?	what is the status of bankruptcy?	1
351	13	what is the status of bankruptcy?	status of the bankruptcy filing	0
351	308	what is the status of bankruptcy?	may i knnow your financial status	0
351	260	what is the status of bankruptcy?	What important features are we missing?	0
351	35	what is the status of bankruptcy?	What is your plan for next year	0
351	11	what is the status of bankruptcy?	Has your Company ever filed for bankruptcy	0
351	271	what is the status of bankruptcy?	please provide the missing features?	0
351	57	what is the status of bankruptcy?	What is the normal full System support available	0
351	96	what is the status of bankruptcy?	What is your Company’s planned financial growth	0
351	18	what is the status of bankruptcy?	What is your company's legal name?	0
4	4	main benefits of our product	main benefits of our product	1
4	6	main benefits of our product	How useful our product	1
4	9	main benefits of our product	Which features are most valuable to your product	1
4	5	main benefits of our product	useful solutions by our product	1
4	8	main benefits of our product	Tell me about your products	1
4	3	main benefits of our product	How easy is it to use our products?	1
4	1	main benefits of our product	How easy is it to use our product?	1
4	7	main benefits of our product	What are you trying to solve by using our product?	0
4	61	main benefits of our product	tell me the best selling product	0
4	11	main benefits of our product	Tell me about your best product	0
77	77	What is the founding date of your company	What is the founding date of your company	1
77	30	What is the founding date of your company	founding date of your company	1
77	21	What is the founding date of your company	When was your company founded?	1
77	74	What is the founding date of your company	When was your company founded	1
77	75	What is the founding date of your company	When was your Company founded	1
77	15	What is the founding date of your company	may i know your company founding date	1
77	71	What is the founding date of your company	What are you Company’s origins	1
77	73	What is the founding date of your company	tell me your company origins	1
77	24	What is the founding date of your company	what is your company location?	0
77	19	What is the founding date of your company	What is your Company’s legal name	0
381	381	Who would you list as your main competitors and why do you feel that your competitors?	Who would you list as your main competitors and why do you feel that your competitors?	1
381	239	Who would you list as your main competitors and why do you feel that your competitors?	your main competitors?	1
381	17	Who would you list as your main competitors and why do you feel that your competitors?	who is the main investor of your company?	0
381	38	Who would you list as your main competitors and why do you feel that your competitors?	what is your most popular product?	0
381	50	Who would you list as your main competitors and why do you feel that your competitors?	Who is your investor	0
381	39	Who would you list as your main competitors and why do you feel that your competitors?	Which is your best selling product	0
381	234	Who would you list as your main competitors and why do you feel that your competitors?	who is your major shareholder	0
381	34	Who would you list as your main competitors and why do you feel that your competitors?	Which features are most valuable to you	0
381	26	Who would you list as your main competitors and why do you feel that your competitors?	what are your client locations?	0
381	11	Who would you list as your main competitors and why do you feel that your competitors?	Tell me about your best product	0
81	81	what is your company name	what is your company name	1
81	85	what is your company name	What is your company name?	1
81	14	what is your company name	your company name?	1
81	16	what is your company name	Your company name	1
81	19	what is your company name	What is your Company’s legal name	1
81	18	what is your company name	What is your company's legal name?	1
81	36	what is your company name	What is your parent organisation name?	1
81	41	what is your company name	what is your organisation name?	1
81	37	what is your company name	What is your name	1
81	81	what is your company name	may i know your company name?	1
401	401	Do you provide a helpdesk for users (if yes, what is the availability)	Do you provide a helpdesk for users (if yes, what is the availability)	1
401	54	Do you provide a helpdesk for users (if yes, what is the availability)	Do you provide online help for users	0
401	51	Do you provide a helpdesk for users (if yes, what is the availability)	Can you give me online support	0
401	53	Do you provide a helpdesk for users (if yes, what is the availability)	How will be your online support working	0
401	28	Do you provide a helpdesk for users (if yes, what is the availability)	Where are your Company’s remote, sales and support offices located	0
401	58	Do you provide a helpdesk for users (if yes, what is the availability)	what are the support you provided for clients	0
401	55	Do you provide a helpdesk for users (if yes, what is the availability)	is there any online support for clients	0
401	119	Do you provide a helpdesk for users (if yes, what is the availability)	where is your company's support offices?	0
401	24	Do you provide a helpdesk for users (if yes, what is the availability)	what is your company location?	0
401	83	Do you provide a helpdesk for users (if yes, what is the availability)	may i know your organisation name	0
74	74	When was your company founded	When was your company founded	1
74	75	When was your company founded	When was your Company founded	1
74	21	When was your company founded	When was your company founded?	1
74	77	When was your company founded	What is the founding date of your company	1
74	30	When was your company founded	founding date of your company	1
74	73	When was your company founded	tell me your company origins	1
74	71	When was your company founded	What are you Company’s origins	1
74	319	When was your company founded	When was your company inagurated	1
74	15	When was your company founded	may i know your company founding date	0
74	23	When was your company founded	where is your company located	0
308	308	may i knnow your financial status	may i knnow your financial status	1
308	60	may i knnow your financial status	may i know your business plans	1
308	96	may i knnow your financial status	What is your Company’s planned financial growth	0
308	81	may i knnow your financial status	may i know your company name?	0
308	94	may i knnow your financial status	Tell me about your business plans	0
308	40	may i knnow your financial status	what are your business plans?	0
308	35	may i knnow your financial status	What is your plan for next year	0
308	351	may i knnow your financial status	what is the status of bankruptcy?	0
308	83	may i knnow your financial status	may i know your organisation name	0
308	93	may i knnow your financial status	What is your current business plan	0
235	235	Tell me about your investers	Tell me about your investers	1
235	50	Tell me about your investers	Who is your investor	1
235	17	Tell me about your investers	who is the main investor of your company?	0
235	20	Tell me about your investers	How is your company financed?	0
235	79	Tell me about your investers	How is your Company financed	0
235	241	Tell me about your investers	How is your company funded	0
235	94	Tell me about your investers	Tell me about your business plans	0
235	234	Tell me about your investers	who is your major shareholder	0
235	40	Tell me about your investers	what are your business plans?	0
235	96	Tell me about your investers	What is your Company’s planned financial growth	0
441	441	How in your company financed to make this product	How in your company financed to make this product	1
441	79	How in your company financed to make this product	How is your Company financed	0
441	241	How in your company financed to make this product	How is your company funded	0
441	20	How in your company financed to make this product	How is your company financed?	0
441	73	How in your company financed to make this product	tell me your company origins	0
441	8	How in your company financed to make this product	Tell me about your products	0
441	10	How in your company financed to make this product	best product of your company	0
441	30	How in your company financed to make this product	founding date of your company	0
441	6	How in your company financed to make this product	How useful our product	0
441	58	How in your company financed to make this product	what are the support you provided for clients	0
33	33	Please describe any recent industry awards	Please describe any recent industry awards	1
33	31	Please describe any recent industry awards	please add your awards	0
33	454	Please describe any recent industry awards	Please describe any industry accreditations	0
33	35	Please describe any recent industry awards	What is your plan for next year	0
33	96	Please describe any recent industry awards	What is your Company’s planned financial growth	0
33	11	Please describe any recent industry awards	Tell me about your best product	0
33	38	Please describe any recent industry awards	what is your most popular product?	0
33	60	Please describe any recent industry awards	may i know your business plans	0
33	34	Please describe any recent industry awards	Which features are most valuable to you	0
33	61	Please describe any recent industry awards	tell me the best selling product	0
44	44	Your locations ?	Your locations ?	1
44	49	Your locations ?	may i know your locations	1
44	26	Your locations ?	what are your client locations?	1
44	24	Your locations ?	what is your company location?	1
44	47	Your locations ?	location of your main office	0
44	40	Your locations ?	what are your business plans?	0
44	28	Your locations ?	Where are your Company’s remote, sales and support offices located	0
44	60	Your locations ?	may i know your business plans	0
44	41	Your locations ?	what is your organisation name?	0
44	83	Your locations ?	may i know your organisation name	0
133	133	How is your company's growth	How is your company's growth	1
133	96	How is your company's growth	What is your Company’s planned financial growth	1
133	135	How is your company's growth	What is your Company’s Turnover rate	0
133	98	How is your company's growth	What is your Company’s business continuity plan	0
133	40	How is your company's growth	what are your business plans?	0
133	94	How is your company's growth	Tell me about your business plans	0
133	93	How is your company's growth	What is your current business plan	0
133	27	How is your company's growth	Which features are most valuable to your company	0
133	241	How is your company's growth	How is your company funded	0
133	20	How is your company's growth	How is your company financed?	0
153	153	may i know your organisation	may i know your organisation	1
153	83	may i know your organisation	may i know your organisation name	1
153	88	may i know your organisation	may i know your company	1
153	105	may i know your organisation	Your Organisation name	0
153	15	may i know your organisation	may i know your company founding date	0
153	81	may i know your organisation	may i know your company name?	0
153	49	may i know your organisation	may i know your locations	0
153	103	may i know your organisation	your organisation name?	0
153	60	may i know your organisation	may i know your business plans	0
153	41	may i know your organisation	what is your organisation name?	0
56	56	Please add about knowledge transfer	Please add about knowledge transfer	1
56	493	Please add about knowledge transfer	please provide details about knowledge transfer	1
56	494	Please add about knowledge transfer	How is formal knowledge transfer accomplished as part of the engagement	1
56	495	Please add about knowledge transfer	How will share your knowledge with others?	0
56	51	Please add about knowledge transfer	Can you give me online support	0
56	53	Please add about knowledge transfer	How will be your online support working	0
56	60	Please add about knowledge transfer	may i know your business plans	0
56	35	Please add about knowledge transfer	What is your plan for next year	0
56	94	Please add about knowledge transfer	Tell me about your business plans	0
56	96	Please add about knowledge transfer	What is your Company’s planned financial growth	0
501	501	What is the company vision and strategy for the market place in which it operates	What is the company vision and strategy for the market place in which it operates	1
501	27	What is the company vision and strategy for the market place in which it operates	Which features are most valuable to your company	0
501	133	What is the company vision and strategy for the market place in which it operates	How is your company's growth	0
501	96	What is the company vision and strategy for the market place in which it operates	What is your Company’s planned financial growth	0
501	3	What is the company vision and strategy for the market place in which it operates	How easy is it to use our products?	0
501	25	What is the company vision and strategy for the market place in which it operates	what are the company locations	0
501	98	What is the company vision and strategy for the market place in which it operates	What is your Company’s business continuity plan	0
501	21	What is the company vision and strategy for the market place in which it operates	locations of your company?	0
501	10	What is the company vision and strategy for the market place in which it operates	best product of your company	0
501	71	What is the company vision and strategy for the market place in which it operates	What are you Company’s origins	0
511	511	Can Bidify submit requests for product functional changes to be included in future releases	Can Bidify submit requests for product functional changes to be included in future releases	1
511	7	Can Bidify submit requests for product functional changes to be included in future releases	What are you trying to solve by using our product?	0
511	5	Can Bidify submit requests for product functional changes to be included in future releases	useful solutions by our product	0
511	8	Can Bidify submit requests for product functional changes to be included in future releases	Tell me about your products	0
511	11	Can Bidify submit requests for product functional changes to be included in future releases	Tell me about your best product	0
511	3	Can Bidify submit requests for product functional changes to be included in future releases	How easy is it to use our products?	0
511	9	Can Bidify submit requests for product functional changes to be included in future releases	Which features are most valuable to your product	0
511	71	Can Bidify submit requests for product functional changes to be included in future releases	how to measure product quality questions	0
511	121	Can Bidify submit requests for product functional changes to be included in future releases	How do you implement your solution	0
511	33	Can Bidify submit requests for product functional changes to be included in future releases	Please describe any recent industry awards	0
36	36	What is your parent organisation name?	What is your parent organisation name?	1
36	41	What is your parent organisation name?	what is your organisation name?	1
36	103	What is your parent organisation name?	your organisation name?	1
36	85	What is your parent organisation name?	What is your company name?	1
36	81	What is your parent organisation name?	what is your company name	1
36	105	What is your parent organisation name?	Your Organisation name	1
36	37	What is your parent organisation name?	What is your name	1
36	14	What is your parent organisation name?	your company name?	1
36	16	What is your parent organisation name?	Your company name	1
36	18	What is your parent organisation name?	What is your company's legal name?	1
260	260	What important features are we missing?	What important features are we missing?	1
260	271	What important features are we missing?	please provide the missing features?	1
260	274	What important features are we missing?	what are the missing features in the product?	0
260	34	What important features are we missing?	Which features are most valuable to you	0
260	57	What important features are we missing?	What is the normal full System support available	0
260	35	What important features are we missing?	What is your plan for next year	0
260	351	What important features are we missing?	what is the status of bankruptcy?	0
260	71	What important features are we missing?	how to measure product quality questions	0
260	141	What important features are we missing?	What support documentation is provided	0
260	308	What important features are we missing?	may i knnow your financial status	0
